"","business_id","stars","Alcohol","BikeParking","breakfast","brunch","BusinessAcceptsCreditCards","casual","Caters","classy","dessert","dinner","divey","garage","GoodForKids","HasTV","hipster","intimate","latenight","lot","lunch","OutdoorSeating","RestaurantsDelivery","RestaurantsGoodForGroups","RestaurantsReservations","RestaurantsTableService","RestaurantsTakeOut","romantic","street","touristy","trendy","upscale","valet","validated","WheelchairAccessible","WiFi"
"32","60zmhS-MTHrhKIXxhSWJ4g",2.5,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2Yq-Y-tDroP7mdDfcWJLCQ",4.5,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,TRUE
"34","98gLNkYYJCg4f_uJ7o2wBg",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,TRUE
"35","KWTv8elo9HiN9sIKvN0_bQ",4.5,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,TRUE
"36","EaIho6EvTuODNHPLO98yeQ",3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"37","U1UeoJPMgfQLROLsOc376g",2.5,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
"38","f5DD_VW9YipLr7fvIOY9Eg",3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"39","i5EhA_T8_eWLr4_4DGDS5w",2.5,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
"40","45bWSZtniwPRiqlivpS8Og",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
"41","bsbU2Pk-aacIULmRDU8y_Q",3,NA,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2xbxXWeu3tpZEJdGTTGbLg",4,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"43","83cVpTJNyzv9lJ20vzBgdg",4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"44","nc7YTLSXEWPG4Q0WlI5iPQ",3.5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"45","pOwziZ1OSMO7KYiIPJA2Zw",3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
"46","juMGlVODD52yam7hCE5P7Q",3,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
"47","pGwfOqNEL8FbMUFspJdAMA",3.5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
"48","dQwjYLmQXb06CpMPIpm5-g",4,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
"49","G3u4eA85qY8t3LWtiU27qQ",3,FALSE,FALSE,NA,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"50","jI0B7zaALNKge6eFma3M2Q",4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"51","3G_wGIblXDNRYg4xIe9VZA",3.5,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"52","mBycrsguRPhI0xtFBzsz_w",4.5,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
"53","i5A6Bb9SpaYb3_Yr40Pk2g",4,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,TRUE
"54","S8VRQCBrbZI04zjCOc1RAA",4.5,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
"55","SBPttAVjzEnN3VE6sKiaMg",3.5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"56","ym7uH6ZpCfKQ1Of7eaYGCA",4.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
"57","KTQHeWmwLxDQEt7GN7n3pA",3.5,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"58","pzhjeutsSFcFEDbLp67oeg",5,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
"59","4CE_jyoNwSYkorer13G5OQ",3.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
"60","_YerZzosnwAs6R6p1FNkUQ",3,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,NA,FALSE,TRUE,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,FALSE,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA
"61","pUmECN5N94AQAe0DtptuYA",3.5,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,TRUE
"62","dEq4Yj50tWOSzxqXloahsw",4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"63","EC7NrIHKk6i3US_XJlDWDA",4,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"64","aLZTOa5e2ON9mmDQcw6GtQ",2.5,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,NA,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA
"65","HRutX5rNVw49WtkuaqW-ZQ",2.5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE
"66","38aN0fB_zHtkw1kb3lSj8g",4.5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
"67","s7QJ52CAWUY9lj2iOM08wQ",3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"68","Q8bBWMMSqCQYM5DW9lA9JQ",4,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
"69","n0bg7kf6HcpFchCtxJyc5A",3,NA,TRUE,FALSE,FALSE,TRUE,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"70","5W37Wy6f4kptoHAU0KX7yg",3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"71","RmTjXHc2wF645_XlCo2ofw",3.5,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"72","_82041xhXs6-_WWT82BA8Q",3,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"73","xxYsX6Gj0-pj-kxKw092LQ",3.5,FALSE,TRUE,NA,NA,TRUE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"74","VSjzy2RF0ojIVCSyEoTnXA",3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"75","pr2nYg8i4mjW6J2fM-Y5dA",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
